"CODE ","REGROUPEMENTS ORUMIPS",,,,,,,,,,,
"CIM10","Code Type Urgences","Libéllé Type Urgences","Code Discipline / Topographie","Libellé Discipline / Topographie","Code Type Pathologie","Libéllé Type de Pathologie",,,,,,
"H812","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV03","Vertiges et sensations vertigineuses",,,
"H813","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV03","Vertiges et sensations vertigineuses",,,
"H814","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV03","Vertiges et sensations vertigineuses",,,
"H819","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV03","Vertiges et sensations vertigineuses",,,
"H900","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H903","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H912","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H919","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H920","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H921","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H922","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"H931","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS06","Otalgie"," otites et autre pathologies otologiques",,,
"I10","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV06","HTA et poussées tensionnelles",,,,,
"I11","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV06","HTA et poussées tensionnelles",,,,,
"I129","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV06","HTA et poussées tensionnelles",,,,,
"I200","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I200+0","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I2100","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I21000","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2108","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2110","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I21100","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2118","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2120","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I21200","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2128","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2190","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I21900","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2198","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2200","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2210","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2280","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I2290","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV08","Infarctus du myocarde",,,,,
"I230","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I231","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I232","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I233","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I234","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I238","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I249","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I252","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I253","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I256","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I259","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV01","Angor et autre cardiopathie ischémique",,,,,
"I260","MED-CHIR","Médico-chirurgical","PNEUMO","Dyspnées"," pathologies des voies aériennes inférieures","PNEUMO05","Embolie pulmonaire",,,,,
"I269","MED-CHIR","Médico-chirurgical","PNEUMO","Dyspnées"," pathologies des voies aériennes inférieures","PNEUMO05","Embolie pulmonaire",,,,,
"I270","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I301","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV10","Péricardite",,,,,
"I309","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV10","Péricardite",,,,,
"I319","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I328","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV10","Péricardite",,,,,
"I330","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I339","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I340","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I342","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I350","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I351","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I398","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I400","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I409","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I420","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I426","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"I440","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I441","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I442","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I443","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I447","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I451","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I452","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I456","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I458","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I459","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I460","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV02","Arrêt cardiaque",,,,,
"I461","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV02","Arrêt cardiaque",,,,,
"I469","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV02","Arrêt cardiaque",,,,,
"I471","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I472","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I479","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I48","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I490","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I491","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I493","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I495","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I499","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV13","Trouble du rythme et de la conduction",,,,,
"I500","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV09","Insuffisance cardiaque",,,,,
"I501","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV09","Insuffisance cardiaque",,,,,
"I509","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV09","Insuffisance cardiaque",,,,,
"I608","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I609","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I612","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I613","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I614","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I615","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I616","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I619","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I620","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I621","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I629","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I630","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I631","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I633","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I639","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I64","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I650","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I651","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I652","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I653","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"I669","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
